銘柄コード,銘柄名,現在株価,時価総額(億円),PER,PBR,自己資本比率(%),流動資産,負債合計,投資有価証券,発行済株式数,Netキャッシュ,1株ネットキャッシュ,ネットキャッシュ比率,乖離率(%),欠損項目,エラー
1934.T,YURTEC CORPORATION,2590.0,1778.98831872,17.241379,1.1505097,67.85558292712756,146772000000.0,73594000000.0,12438000000.0,68686811.0,74525200000.0,1085.0001465346818,0.41891897549601614,-58.10810245039839,,
1941.T,CHUDENKO CORP,5140.0,2721.2447744,15.037594,1.0757333,77.9755143650946,142101000000.0,69998000000.0,104807000000.0,52942503.0,138468100000.0,2615.443021271586,0.5088410547220985,-49.115894527790154,,
1942.T,KANDENKO CO LTD,5630.0,11204.48544768,18.050657,2.9066675,63.8252849982222,397872000000.0,229933000000.0,77397000000.0,199013954.0,199123599999.99997,1000.5509462919367,0.17771775244972232,-82.22822475502778,,
1945.T,TOKYO ENERGY & SYSTEMS INC,2104.0,697.15755008,16.312607,0.9694293,60.715333238357815,66994000000.0,46878000000.0,18374000000.0,33134863.0,28289999999.999992,853.7835210002224,0.4057906468632236,-59.42093531367764,,
1944.T,KINDEN CORPORATION,7047.0,11591.02595072,20.12049,2.6776044,72.43606930900025,497748000000.0,251869000000.0,146397000000.0,164481718.0,323170000000.0,1964.7776295721815,0.2788105051187997,-72.11894948812004,,
1950.T,NIPPON DENSETSU KOGYO CO,3995.0,2333.63406848,12.920022,1.1168418,69.12218051307248,202513000000.0,103068000000.0,51853000000.0,58413869.0,125435299999.99998,2147.354766040236,0.5375105797347274,-46.24894202652726,,
1948.T,KODENSHA CO LTD,11420.0,997.37714688,35.211052,4.0235553,64.22886587419009,29599000000.0,14023000000.0,1756000000.0,8733600.0,15402899999.999998,1763.6369881835667,0.1544340620125715,-84.55659379874284,,
1946.T,TOENEC CORP,2226.0,2080.53927936,11.601001,1.3320312,49.08396971027357,149742000000.0,158885000000.0,27346000000.0,93465373.0,-5889300000.0,-63.010501225946,-0.028306604324324348,-102.83066043243242,,
1952.T,SHIN NIPPON AIR TECHNOLOGIES CO,3135.0,1428.0105984,11.737177,1.7594182,61.05871143576752,99815000000.0,52723000000.0,29572000000.0,45550574.0,62520099999.99999,1372.5425282236836,0.4378126086837906,-56.21873913162094,,
1951.T,EXEO GROUP INC,2610.5,5308.61228032,17.270924,1.5467559,50.16754587255517,417003000000.0,344419000000.0,35662000000.0,203356139.0,63105499999.99994,310.320112834164,0.11887382219274621,-88.11261778072539,,
1961.T,SANKI ENGINEERING CO,2394.0,3657.2479488,46.950382,3.0840223,55.32729186315113,149986000000.0,98049000000.0,35698000000.0,152767254.0,67120699999.999985,439.36575570049837,0.18352788458667435,-81.64721154133257,,
1964.T,CHUGAI RO CO LTD,3965.0,276.81294336,6.1614246,0.9493675,61.384111384111385,38569000000.0,19803000000.0,5330000000.0,6981411.0,20516700000.0,2938.7612332234844,0.7411755947600213,-25.882440523997875,,
1959.T,KRAFTIA CORPORATION,8095.0,5725.98386688,14.306164,1.6471123,67.20131940038374,298303000000.0,171625000000.0,97872000000.0,70734825.0,178025900000.0,2516.8069617759,0.31090882789078444,-68.90911721092155,,
1963.T,JGC HOLDINGS CORPORATION,2344.0,5674.2608896,13.549915,1.3330953,51.40588917647143,613271000000.0,407604000000.0,83164000000.0,242075962.0,223121399999.99994,921.6999414423475,0.39321669856755437,-60.67833014324455,,
1965.T,TECHNO RYOWA LTD,6820.0,1398.3408128,11.947515,2.0694385,65.77804655589483,67379000000.0,34519000000.0,14487000000.0,20503530.0,39549000000.0,1928.8873671996969,0.28282805970670044,-71.71719402932996,,
1966.T,TAKADA CORPORATION,1747.0,127.70018304,10.193721,0.5951446,46.15976663744717,32777940000.0,25690942000.0,373736000.0,7309684.0,4779518999.999996,653.861233946638,0.3742766078687109,-62.5723392131289,,
1960.T,SANYO ENGINEERING & CONS INC,1656.0,254.26935808,9.191319,0.7553828,55.6464000792825,39687000000.0,26853000000.0,3459000000.0,15354430.0,12569999999.999996,818.6562444844906,0.4943576355582672,-50.564236444173275,,
1967.T,YAMATO CORPORATION,2080.0,465.63479552,10.526316,1.0829204,69.38267004571966,31112060000.0,18911228000.0,14734068000.0,22386289.0,20623556800.0,921.2584006219164,0.4429126926066906,-55.708730739330946,,
1972.T,SANKO METAL INDUSTRIAL CO,1315.0,253.4995968,9.588042,1.6938936,68.1473990577905,31471000000.0,12914000000.0,11000000.0,19277535.0,17273300000.0,896.0326099784023,0.681393619755439,-31.860638024456094,,
1968.T,TAIHEI DENGYO KAISHA,2490.0,1571.29900032,13.192752,1.2559538,72.95583497277107,123185000000.0,47426000000.0,23060000000.0,63104380.0,87158400000.0,1381.1782953893216,0.554690078469607,-44.53099215303929,,
1976.T,MEISEI INDUSTRIAL CO,1700.0,780.33559552,14.5348835,1.1452439,81.21896795448438,61199000000.0,16076000000.0,6403000000.0,45902096.0,47997500000.0,1045.6494187106402,0.6150878933592001,-38.491210664079986,,
1979.T,TAIKISHA LTD,3855.0,2428.63112192,15.723143,1.3916063,59.35116100690328,217365000000.0,116589000000.0,32939000000.0,62999513.0,112174399999.99998,1780.5597957558812,0.4618832155008771,-53.81167844991229,,
1969.T,TAKASAGO THERMAL ENGINEERING CO,4314.0,5645.42242816,15.105571,2.7281678,56.32321782606077,264045000000.0,166768000000.0,64333000000.0,130862824.0,125633300000.0,960.038123585045,0.2225401306409469,-77.74598693590531,,
1975.T,ASAHI KOGYOSHA CO,3865.0,1000.09517056,10.787351,1.9578692,50.50498028739684,72673000000.0,49840000000.0,15436000000.0,25875683.0,28654199999.999992,1107.379465114022,0.28651473870996685,-71.3485261290033,,
1980.T,DAI-DAN CO LTD,2737.0,3541.07752448,13.192904,2.7188272,57.256306178201775,175610000000.0,99197000000.0,16636000000.0,129378062.0,78138499999.99998,603.9547879454245,0.22066305734213537,-77.93369426578647,,
1981.T,KYOWANISSEI CO LTD,1352.0,131.4316288,11.454715,1.281762,66.61737705010789,17458062000.0,9911919000.0,5339012000.0,9721274.0,10292259500.0,1058.7356657162425,0.7830885101451498,-21.691148985485025,,
1992.T,KANDA TSUSHINKI CO,2936.0,67.22421248,18.051031,1.0950354,64.87937269389275,5807756000.0,3439179000.0,1798361000.0,2289653.0,3283511799.9999995,1434.0652491884139,0.48844184236662597,-51.1558157633374,,
2003.T,NITTO FUJI FLOUR MILLING CO,1823.0,663.9210496,20.0,1.3471571,78.60908035518183,33097000000.0,13635000000.0,7942000000.0,36419148.0,23657900000.0,649.6005892285015,0.35633603358667115,-64.36639664133288,,
2001.T,NIPPN CORPORATION,2953.0,2441.08378112,11.494297,0.86790377,60.79240645434603,194203000000.0,186952000000.0,102647000000.0,82664534.0,60408699999.99997,730.7692558939481,0.24746673074634204,-75.2533269253658,,
1997.T,AKATSUKI EAZIMA CO LTD,3890.0,78.65509888,7.8492303,4.264196,68.85230466912877,7209851000.0,3417413000.0,994546000.0,2021982.0,4146878899.9999995,2050.898029754963,0.5272231438958773,-47.27768561041227,,
1982.T,HIBIYA ENGINEERING,2992.0,1234.64998912,14.992232,1.7105383,72.71645558209762,77062000000.0,30267000000.0,29193000000.0,41265040.0,64203400000.0,1555.8787777741159,0.5200129604860013,-47.998703951399875,,
1994.T,TAKAHASHI CURTAIN WALL CORP,618.0,48.9687552,7.0822825,0.43929982,85.49437175070604,7257223000.0,1831873000.0,1417592000.0,7923747.0,6234477100.0,786.8092078154439,1.2731540579537928,27.315405795379267,,
2002.T,NISSHIN SEIFUN GROUP INC,2046.5,5722.30729728,18.049921,1.1093782,63.36775704509212,353356000000.0,311266000000.0,189060000000.0,279614342.0,143305400000.0,512.5109068976154,0.25043288878456654,-74.95671112154335,,
2009.T,TORIGOE CO LTD (THE),1105.0,257.40335104,22.624897,0.6926892,79.17139691254306,21879270000.0,9679880000.0,12310415000.0,23294420.0,19848692500.0,852.0792747791102,0.7711124658634481,-22.888753413655188,,
2053.T,CHUBU SHIRYO CO,2012.0,577.36900608,10.559463,0.77046055,66.84903841740487,67977000000.0,36113000000.0,10620000000.0,28696273.0,35686700000.0,1243.6005191336171,0.6180917093109429,-38.19082906890571,,
2004.T,SHOWA SANGYO CO,3860.0,1254.37804544,11.820187,0.82493633,55.49999454491895,115061000000.0,122363000000.0,58516000000.0,32496840.0,21422899999.999985,659.2302513105885,0.17078503919963434,-82.92149608003656,,
2109.T,MITSUI DM SUGAR CO LTD,3850.0,1197.98939648,30.396336,1.0595675,62.97930807067682,86058000000.0,67361000000.0,17390000000.0,31116607.0,24133900000.0,775.5954882870102,0.20145337358104162,-79.85466264189584,,
2060.T,FEED ONE CO LTD,1448.0,554.1371904,8.688348,0.8860469,46.89821079536912,78472000000.0,70636000000.0,13566000000.0,38269144.0,10268600000.0,268.325834515661,0.18530789676495923,-81.46921032350407,,
2108.T,NIPPON BEET SUGAR MANUFACTURING,5400.0,635.34391296,13.140604,0.8335982,79.34306419914839,47665000000.0,20181000000.0,24269000000.0,11765628.0,42454200000.0,3608.324179550807,0.6682081813982976,-33.179181860170246,,
2055.T,NICHIWA SANGYO CO,353.0,63.93462784,16.865744,0.33104447,61.77959501557633,24050000000.0,11778000000.0,1908000000.0,18111793.0,12429799999.999998,686.2821367271588,1.9441420303885517,94.41420303885518,,
2112.T,ENSUIKO SUGAR REFINING CO,468.0,128.79198208,4.6576433,0.58539146,64.76283280419955,8766000000.0,11210000000.0,11191000000.0,27519654.0,4268699999.999997,155.11459555414459,0.3314414434917619,-66.85585565082381,,
2114.T,FUJI NIHON CORPORATION,680.0,348.8411648,10.834927,1.2547793,72.14189817205411,19317000000.0,10790000000.0,13618000000.0,51300172.0,16980599999.999998,331.0047381517551,0.486771673752581,-51.3228326247419,,
2117.T,WELLNEO SUGAR CO LTD,2822.0,923.88204544,14.265493,1.1922134,72.94641254122294,40835000000.0,28630000000.0,10338000000.0,32738556.0,16578599999.999996,506.39374564962475,0.17944498428406264,-82.05550157159374,,
2121.T,MIXI. INC,3655.0,2387.05655808,14.16447,1.261144,67.5679820259981,176340000000.0,90941000000.0,4618000000.0,65309346.0,79537499999.99998,1217.8578545251391,0.3332032433721311,-66.67967566278689,,
2120.T,LIFULL CO LTD,233.0,299.03355904,9.034509,1.5077199,64.0914090186973,18522000000.0,14692000000.0,8379000000.0,128340581.0,8226099999.999998,64.09586068493797,0.27508953083664367,-72.49104691633563,,
2122.T,INTERSPACE CO LTD,1499.0,94.08969728,24.449518,1.6098546,50.4070960103008,9476605000.0,5545116000.0,472798000.0,6276831.0,3707935999.999999,590.7337635822917,0.39408523254322325,-60.591476745677674,,
2130.T,MEMBERS CO LTD,914.0,117.1569152,9.661734,1.9650546,51.99280628996282,8958795000.0,6131341000.0,1551813000.0,12818043.0,3300588999.999999,257.49554748724114,0.2817237937497168,-71.82762062502833,,
2127.T,NIHON M&A CENTER HOLDINGS INC,660.0,2092.57824256,16.776817,4.404875,76.47041058242604,43758000000.0,15582000000.0,16488000000.0,317057300.0,38159400000.0,120.35490114878289,0.18235591083148922,-81.76440891685107,,
2124.T,JAC RECRUITMENT CO LTD,975.0,1549.79794944,17.153414,7.1021695,72.32238226250203,26790000000.0,8551000000.0,0.0,158953625.0,17383900000.0,109.36460241155243,0.11216882298620762,-88.78311770137924,,
2134.T,KITAHAMA CAPITAL PARTNERS CO LT,20.0,113.38708992,,2.2261798,80.62252804171459,2879518000.0,1322670000.0,765584000.0,566935392.0,1960489800.0,3.4580480027607803,0.172902400138039,-82.70975998619609,,
2146.T,UT GROUP CO LTD,227.0,1285.93616896,19.451586,4.227424,50.63412789690105,52402000000.0,31334000000.0,16000000.0,566491710.0,17945800000.0,31.67883957207423,0.13955435934834462,-86.04456406516555,,
2138.T,CROOZ INC,452.0,43.24609536,,0.50550693,28.760963827914793,9510029000.0,21942052000.0,3451670000.0,9567720.0,-12210059200.000004,-1276.1722960120073,-2.823390035424795,-382.3390035424795,,
2139.T,CHUCO CO.LTD,521.0,35.42812416,18.829056,1.6609548,41.28492617692751,3878749000.0,3245380000.0,223531000.0,6800024.0,465302699.9999995,68.42662614131943,0.13133709432115054,-86.86629056788495,,
2152.T,YOUJI CORPORATION,1529.0,165.17098496,14.45043,3.7543583,75.95386816535212,10267427000.0,3483522000.0,3046706000.0,10802550.0,8568247000.0,793.168927706884,0.5187501162242537,-48.124988377574624,,
2148.T,ITMEDIA INC.,1182.0,230.31681024,19.380226,3.2567456,82.16152404142926,8140404000.0,1881276000.0,821288000.0,19485347.0,6645902000.0,341.071780759152,0.28855480605681216,-71.14451939431878,,
2153.T,E J HOLDINGS INC,1856.0,333.6370176,9.804026,0.82854146,70.96666196786016,37083000000.0,16477000000.0,3447000000.0,17976132.0,21371200000.0,1188.8653243089225,0.6405524376664453,-35.94475623335547,,
2136.T,HIP CORPORATION,1435.0,54.6044928,12.804497,3.0198383,71.51010608526076,3965899000.0,1624257000.0,100000000.0,3805191.0,2249216300.0,591.0915641291068,0.4119104976509455,-58.808950234905446,,
2156.T,SAYLOR ADVERTISING INC.,280.0,14.4118016,,0.6474348,53.42060640550397,2204810000.0,2010239000.0,393470000.0,5147072.0,268976100.0,52.25807993360108,0.186635999762861,-81.33640002371389,,
2160.T,GNI GROUP LTD,2872.0,1890.19488256,,3.9648464,61.671301213734175,40734000000.0,32116000000.0,5738000000.0,65814585.0,9423000000.0,143.17495126650118,0.049852002530118796,-95.01479974698812,,
2154.T,OPEN UP GROUP INC,1988.0,1689.00837376,14.326896,2.1051295,64.27523593747453,47339000000.0,43835000000.0,3876000000.0,84960173.0,1833699999.9999924,21.583053979892348,0.01085666699189756,-98.91433330081024,,
2158.T,FRONTEO INC,624.0,244.49257472,45.05415,6.5302706,41.77806644746944,3834796000.0,5357796000.0,2093447000.0,39181503.0,-593366700.0,-15.144051518391217,-0.024269313330755157,-102.4269313330755,,
2168.T,PASONA GROUP INC,1661.0,620.42382336,,0.48895392,56.4501745356333,139248000000.0,102552000000.0,8127000000.0,37352427.0,32129699999.999985,860.1770374921015,0.5178669701939203,-48.21330298060798,,
2157.T,KOSHIDAKA HOLDINGS CO LTD,1027.0,851.05434624,15.337515,2.1818104,51.1826623500219,15791753000.0,33483209000.0,910306000.0,82868004.0,-20402562700.0,-246.2055523866606,-0.2397327676598448,-123.97327676598448,,
2163.T,ARTNER CO LTD,965.0,204.5734912,16.28692,3.9866312,57.661672000037086,6654604000.0,3835032000.0,61621000.0,21199326.0,2479203499.9999995,116.94727936161742,0.1211888905301735,-87.88111094698264,,
2164.T,CHIIKISHINBUNSHA CO LTD,120.0,18.53515008,,8.9545555,28.40769682708319,1038193000.0,1646260000.0,62696000.0,15445958.0,-728805800.0000002,-47.18424069261358,-0.39320200577177983,-139.32020057717799,,
2169.T,CDS CO LTD,1721.0,117.3649408,38.61342,1.3231673,83.88542321776299,7332466000.0,1708300000.0,259739000.0,6819578.0,5635153300.0,826.3199423776662,0.4801394203240361,-51.98605796759639,,
2170.T,LINK AND MOTIVATION INC,683.0,691.560448,45.86971,5.9290767,41.01563452767141,17553000000.0,24183000000.0,2258000000.0,101253362.0,-7467700000.000004,-73.75261277744046,-0.10798332763900506,-110.79833276390052,,
2175.T,SMS CO LTD,2518.0,2066.78573056,,7.3160243,50.636677151627694,38411000000.0,26051000000.0,2909000000.0,82080449.0,11791199999.999996,143.65418493263843,0.05705090743949104,-94.29490925605089,,
2179.T,SEIGAKUSHA CO LTD,830.0,46.04755456,7.8867354,1.172588,43.6854936160643,4322548000.0,5581623000.0,10620000.0,5547898.0,-1809803300.000001,-326.21423465247574,-0.3930291983764768,-139.30291983764766,,
2173.T,HAKUTEN CORPORATION,720.0,113.0612224,6.3330107,2.1022942,49.13145716256791,8746998000.0,5179931000.0,0.0,15702948.0,3049073900.0,194.17206883701073,0.2696834289402927,-73.03165710597072,,
2180.T,SUNNY SIDE UP GROUP INC,1309.0,193.88049408,,5.182578,48.81953161771614,6549627000.0,4336474000.0,304822000.0,14811344.0,1992881000.0,134.55099010596203,0.10278914446597558,-89.72108555340245,,
2183.T,LINICAL CO LTD,206.0,46.5280512,,1.4487147,33.13594674103783,8335175000.0,8023441000.0,245383000.0,22586431.0,-318842000.0,-14.116528636153273,-0.068526838039579,-106.85268380395789,,
2181.T,PERSOL HOLDINGS CO LTD,299.3,6676.3390976,15.621085,3.0152524,38.480988179554735,335364000000.0,381747000000.0,26004000000.0,2230651492.0,-66354900000.00006,-29.746870023387796,-0.0993881390691206,-109.93881390691205,,
2195.T,AMITA HOLDINGS CO LTD,392.0,68.8056832,24.39328,2.2889442,39.094514618861425,4323754000.0,4678693000.0,404137000.0,17552470.0,-539912400.0,-30.759910143700573,-0.0784691585298484,-107.84691585298482,,
2198.T,IKK HOLDINGS INC,787.0,229.001728,10.080697,1.9107322,58.66259443139309,6727943000.0,8599010000.0,1016813000.0,29098060.0,-2019198900.0,-69.39290454415175,-0.08817395748939232,-108.81739574893923,,
2201.T,MORINAGA & CO,2527.0,2121.90216192,11.976303,1.4692886,63.60320643056644,105827000000.0,82228000000.0,10030000000.0,83969212.0,22397200000.0,266.731096630989,0.10555247195527859,-89.44475280447215,,
2204.T,NAKAMURAYA CO LTD,3200.0,182.86860288,20.120726,0.73297256,57.3967284224263,11000054000.0,21341708000.0,8549729000.0,5714644.0,-6491014500.0,-1135.8563193087793,-0.35495509978399353,-135.49550997839935,,
2193.T,COOKPAD INC.,129.0,92.731136,7.894737,0.6982749,91.45123131996095,13015755000.0,1205629000.0,213766000.0,71884597.0,11839199300.0,164.69730365185188,1.2767232841228828,27.672328412288284,,
2186.T,SOBAL CORPORATION,904.0,71.11980544,15.455633,1.5776367,77.04431429821643,5272968000.0,1351923000.0,0.0,7867235.0,3785852700.0,481.2176959249342,0.5323204600939537,-46.767953990604624,,
2185.T,CMC CORPORATION,2000.0,258.43075072,10.03009,1.1131581,80.77047809857336,17951665000.0,5218504000.0,1796858000.0,12921538.0,13469111200.0,1042.376782082752,0.521188391041376,-47.8811608958624,,
2206.T,EZAKI GLICO CO,5064.0,3104.67330048,50.761826,1.5417445,70.67026278198256,180388000000.0,115597000000.0,55822000000.0,61308712.0,92306699999.99998,1505.6049456723213,0.2973153526209165,-70.26846473790835,,
2208.T,BOURBON CORP,3110.0,751.73265408,12.706325,1.1044638,66.27157085100089,52055000000.0,34204000000.0,5519000000.0,24171469.0,18293900000.0,756.8385686447108,0.24335645294042146,-75.66435470595785,,
2207.T,MEITO CO LTD,3450.0,559.6993536,18.831879,0.8617378,61.96533059540067,16071000000.0,38156000000.0,51733000000.0,16223170.0,10312500000.0,635.6649162894798,0.18425070037376226,-81.57492996262377,,
2209.T,IMURAYA GROUP CO LTD,2419.0,309.56060672,12.953146,1.2305148,57.77519273297745,13657617000.0,18294377000.0,3593102000.0,12797049.0,-3951026300.0,-308.74510990776076,-0.12763336498873945,-112.76333649887394,,
2212.T,YAMAZAKI BAKING LTD,3789.0,7460.7230976,17.762047,1.5821569,54.81693955646555,365470000000.0,421051000000.0,85913000000.0,196904799.0,-37547000000.00007,-190.6860583931226,-0.05032622285381964,-105.03262228538198,,
2211.T,FUJIYA CO LTD,2491.0,642.07036416,57.146133,1.0743747,62.14767876953162,42920000000.0,40262000000.0,7549000000.0,25775606.0,3916100000.0,151.93047255610597,0.060991759356124435,-93.90082406438755,,
2215.T,FIRST BAKING CO,612.0,42.37115392,9.165793,0.48352346,52.340451569479285,7856000000.0,7789000000.0,16000000.0,6923391.0,-700700000.000001,-101.20763076937313,-0.16537194570159008,-116.537194570159,,
2216.T,KANRO CO LTD,1098.0,463.16179456,15.128134,2.3476186,56.49091185602344,17001403000.0,14622111000.0,160400000.0,42182312.0,1029360899.9999981,24.40266669119507,0.02222465090272775,-97.77753490972722,,
2217.T,MOROZOFF LIMITED,1496.0,300.1065472,46.95543,1.5095772,70.56498909180672,13426709000.0,8289851000.0,1514868000.0,20060598.0,5368280500.0,267.60321402183524,0.17887915375791125,-82.11208462420888,,
2221.T,IWATSUKA CONFECTIONERY CO,3060.0,313.91582208,15.456107,0.52524143,75.06484259695269,12316508000.0,23203592000.0,64547506000.0,10258687.0,31975810999.999996,3116.9496642211616,1.0186110013794645,1.861100137946457,,
2220.T,KAMEDA SEIKA CO,1340.0,847.53866752,3.438807,0.81241024,56.5632255356678,56806000000.0,81758000000.0,3915000000.0,63249150.0,-30387300000.0,-480.4380770334463,-0.35853587838316886,-135.85358783831688,,
